Anuradhapura,Sanjeewa Pharmacy,"No.136, Main Road, Kekirawa",715350160
Anuradhapura,Tharaka Pharmacy,"Habarana Road, Maradankadawala",702101735
Anuradhapura,Thenuwara Pharmacy,"No. 7d, Main St, Kekirawa",774855389
Anuradhapura,Asiri Pharmacy,"No. 07, Public Market, Medawachchiya",712205648
Anuradhapura,Dulan Pharmacy,"Opposite of Hospital, Medawachchiya",718206428
Anuradhapura,K.B.J. Pharmacy,"Opposite Of Hospital, Medawachchiya",772535404
Anuradhapura,Chanu Pharmacy,"Matale Junction, Anuradhapura",705819584
Anuradhapura,Lanka Pharmacy,"Rambewa Rd, Mihintale",773782506
Anuradhapura,Samasee Health Care,Matale Junction. Anuradhapura,703536685
Anuradhapura,Moscow Pharmacy,"Main Street, Nachchaduwa",773272565
Anuradhapura,Namals Pharmacy,Nachchaduwa,761266731
Anuradhapura,Dedunu Pharmacy,"No.24, Kusumpura Road, Nochchiyagama",771840626
Anuradhapura,Hiru Pharmacy & Grocery,"Front of the Hospital, Nochchiyagama",702049188
Anuradhapura,New Dedunu Pharmacy,Nochchiyagama,771840626
Anuradhapura,Pragathi Pharmacy & Grocery,"No. 31,Kusumpura Road, Nochchiyagama",712749070
Anuradhapura,Samanala Pharmacy & Hospital,"No.420, Kusumpura road, Nochchiyagama",788888061
Anuradhapura,First Care Pharmacy,"Thisawewa, Anuradhapura",713776427
Anuradhapura,Kalana Pharmacy,"Pemaduwa, Vilachchiya",716402904
Anuradhapura,Udira Pharmacy & Grocery,Wijayapura,772073568
Anuradhapura,Pubbogama Pharmacy,Pubbogama,761537960
Anuradhapura,Food City Express,"Dambulla Road, Habarana",775096182
Anuradhapura,Suwa Sampatha Pharmacy,"Kekirawa Road, Habarana",711915583
Anuradhapura,Suwamadura Pharmacy (Pvt) Ltd,"No.19, Dambulla Road, Habarana",778981512
Anuradhapura,Harshani Pharmacy,"No. 297, Rajanganaya",715888317
Anuradhapura,Sadamini Pharmacy,"Shopping Complex, 5 Mile Post, Rajanganaya",778525433
Anuradhapura,Suwa Sarana Pharmacy & Grocery,Rambewa,704095566
Anuradhapura,New Suwa Sahana Pharmacy,"A9 Rd, Rambewa",766801680
Anuradhapura,Dinu Pharmacy,"Rajina Junction, Thambuththegama",772693078
Anuradhapura,Mahaweli Pharmacy & Grocery,"No.06, Hospital Road, Thambuththegama",771307871
Anuradhapura,Medi Plus Pharmacy & Grocery,"Rajina Junction, Thambuththegama",769206712
Anuradhapura,Tharindu Pharmacy & Grocery,"No.03, Hospital Road, Thambuththegama",771232937
Anuradhapura,Lahiru Pharmacy,"Kandy Road, Thirappane",716091820
Anuradhapura,Sethumini Pharmacy,776681258,NaN
Anuradhapura,Co-Operative Pharmacy,"Kekirawa Road , Eppawala",766779208
Anuradhapura,Dilani Stores & Pharmacy,"No 44, Kekirawa Road, Eppawala",714948790
Anuradhapura,Dinusha Pharmacy Grocery &Trade Center,"Kekirawa Road ,Thalawa",715871205
Anuradhapura,M.N. Pharmacy,"Kurunegala Road , Thalawa",717747181
Anuradhapura,"Pathirana Pharmacy & Grocery,","No 83/1, Thalawa Road, Eppawala",775459710
Badulla,Apothicaries Pharmacy,"No 229, Lower Street Badulla",552222449
Badulla,Central Pharmacy,NO.5 Kings Stree Badulla,552228021
Badulla,City Medicals,"25A, Lower Street, Badulla",552224304
Badulla,Rajya Osusala,"CWE Building, Bandarawela Road, Badulla",552229837
Badulla,Rajya Osusala,"Bus Stand Premises, Badulla",552224700
Badulla,Perlyn Pharmacy,"No 35, Bandarawela Road, Badulla",777801866
Badulla,Shanthi Medishop,Badulla,771109000
Badulla,United Pharmacy,"No 6, Southlane, Badulla",552229111
Badulla,Vision Pharmacy,"No 17, Bandarawela Road, Badulla",773676235
Badulla,Lanka Chemist,"No 70, Dharmadutha Road, Badulla",552222132
Badulla,Badulla Pharmacy,"No 3, Kings Street, Badulla",771887215
Badulla,Food City -Badulla,"18, Dharma Dutha Road, Badulla",552224839
Badulla,Central Pharmacy,"No 135, Main Street Bandarawela",726616969
Badulla,Jeewaya Pharmacy,"No 232, Main Street Bandarawela",775189860
Badulla,Luckieland Pharmacy,"No.105, Main Street, Bandarawela",718394832
Badulla,Nava Biolanka Pharmacy,"No 47, Dharmawijaya MW, Bandarawela",715125854
Badulla,New Manoja Pharmacy,"No. 11, New Bus stand, Bandarawela",761353438
Badulla,Samurdhi Pharmacy,"Attampitiya Road, Helamuduna, Bandarawelwa",756496580
Badulla,Baduriya Pharmacy,"No 43, Main Street, Bandarawela",572222359
Badulla,Rajya Osusala,"New Bus Stand Premises, Main Street, Diyathalawa",572227190
Badulla,Toraana Pharmacy,"Near Hospital, Girandurukotte",718105674
Badulla,Attampitiya Pharmacy,"No 08, Badulla Road, Attampitiya",723740141
Badulla,Dilinza Pharmacy,"No 82, Badulla Road, Hali-ela",714165381
Badulla,Aiyappan Pharmacy,"No12, Shopping Complex, Haputhale",774928637
Badulla,City Pharmacy,"No 05, Dambetenna Road, Haputhale",711698723
Badulla,Thilakna Pharmacy,"Main Street, Diyathalawa",716229210
Badulla,Thilakna Pharmacy,"Main Street, Diythalawa",716229210
Badulla,Suwana Pharmacy,Main Street Diyathalawa,718307590
Badulla,Hijra Pharmacy,"No. 09, Dambethenna Rd., Haputale",723011558
Badulla,Gayani Pharmacy,"Kandaketiya Junction, Kandekatiya",773724300
Badulla,City Pharmacy,"Badulla Road, Mahiyangana",552258003
Badulla,City Pharmacy,"Badulla Road, Mahiyanganaya",766743072
Badulla,Prasanna Pharmacy,"No.12, Near Bus Stand, Mahiyanganaya.",552258503
Badulla,Shanthi Pharmacy & Channel Centre,"No 35, Kandy Rd, New Town, Mahiyanganaya",552257373
Badulla,Suwamedura Pharmacy,Near Hospital Mahiyanganaya,552258399
Badulla,Tharani Pharmacy,"No 7, Private Bus Stand, Mahiyanganaya",552258362
Badulla,Calistro Pharmay,"No 23/1, Main Street Passara",716088939
Badulla,Reegal Pharmacy,"No 360, Main Street, Passara",770799589
Badulla,DJ PharmACY,"No 219A, Main Street Passara",773946904
Badulla,Godakubura Pharmacy,"No 146,N, Elita Road, Welimada",716807904
Badulla,Lal Pharmacy,"No 08, Hemapala Munidasa Road, Welimada",771499011
Badulla,Sampath Pharmacy,"No3, Erabadda Road, Kappetipola",768227940
Badulla,Mahajana Pharmacy,"No 83, Nuwaraeliya Road, Welimada",572244881
Badulla,New Sumedha Pharamacy,"Welimada Road, Boralanda",768841718
Badulla,Bogahakubura Pharmacy,"No 5, Shopping Complex,Bogahakubura",717008388
Badulla,Food City -Welimada,"11, Boralanda Road, Welimada",572244988
Badulla,Somasiri Super Pharmacy,"Ella Town, Ella",773790501
Badulla,Sri Sai Medicals,"Nawelagama Road, Ballaketuwa",779807574
Badulla,Lakchana Pharmacy,"Badulla Road, Demodara",772224322
Badulla,M.G.Laksmi Pharmacy,"No 37, Main Street, Koslanda",778741365
Badulla,Induwara Pharmacy,"NO 02, Kandy Road, Meegahakivula",777889071
Badulla,Shopital Pharmacy,"No 97/1, Main Street, Lunugala",718928156
Badulla,Suwan Pharmacy,"Lunuwaththa, Uwa Paranagama",713680112
Badulla,Apsara Pharmacy,"Andaulpotha, Uraniya",778669198
Batticaloa,K.R.Medical,"Main Road,Arayampathy",773763481
Batticaloa,Batticaloa Medical,"94, Bar Road, Batticaloa",652224400
Batticaloa,S.K. Siranjeevi Pharmacy,"570D, Sinna Urani,Trinco Rd, Batticaloa",652051151
Batticaloa,Sakthi Medical,"118A, Hospital Road, Batticaloa",652228548
Batticaloa,Tip Top Pharmacy,"20, Central Road, Batticaloa",652222221
Batticaloa,Vision Pharma,"59C, Koolavadi Road, Batticaloa",779123494
Batticaloa,Eastern Medical,"Main Street, Chenkaladi",652240450
Batticaloa,Alif Medicare,"Maccamadi Road,Eravur",772247157
Batticaloa,Ifham Pharmacy,"271A, Main Street, Eravur",652241777
Batticaloa,New Fanoona Pharmacy,"AKM Road, Eravur-3",652241071
Batticaloa,New Hafees Medical,"18, Punnaikudah Road, Eravur",652240434
Batticaloa,United Pharmacy,"37, Main Street,Eravur",NaN
000000000-,Batticaloa,Gayathri Pharmacy,NaN
"Hospital Road, Kaluwanchikudy",652250036,Batticaloa,NaN
Selva Pharmacy,"Main Street, Kaluwanchikudy",652251960,NaN
Batticaloa,Sheron Pharmacy & Baby care,"Main Street, Periya Kallar",771792840
Batticaloa,Boots Pharmacy,"66,Main Road,Kattankudy-03",775025874
Batticaloa,Central Pharmacy,"288, Beach Road, Kattankudy",652059770
Batticaloa,Jusla Pharmacy,"No.158, Main Street, Kattankudy-06",766755042
Batticaloa,New Life Pharmacy,"116A,AHM.Fowzy Mawaha, New Katankudy-02",771755645
Batticaloa,Rizzly Pharmacy,"Main Street, Kattankudy",652246999
Batticaloa,Family pharmacy,"25,Main st,Kattankudy",777800377
Batticaloa,Santhively Channeling Centre,"Main Street, Santhively",652058814
Batticaloa,Mikka Medical,"19, Grand Mosque Rd, Oddamawadi-1",652257050
Batticaloa,Zattra Pharmacy,"Jummah Mosque Rd, Oddamawadi-1",766689060
Batticaloa,MCR pharmacy,Market Road Meeravodai,752012888
Batticaloa,Sivan pharmacy,"Main st,Kokkaddisolai",778900386
Batticaloa,GoodWill Hospital Pharmacy,"Main Street, Valaichenai.",776616677
Batticaloa,Seemass Pharmacy,"MPCS Road, Semmanodai, Valaichenai",652258800
Batticaloa,Harshigashini Pharmacy,"Main Street, Weeranchenai, Palugamam",757016286
Colombo,KANDY Pharmacy,"368, Baseline Road Dematagoda Colombo - 09",718243071
Colombo,ORIENT PHARMACY,"6&8,KOTAHENA STREET,KOTAHENA",770117951
Colombo,Gagana Pharmacy,"No.06, Yatiyanthota Road, Avissawella",362234337
Colombo,Rajya Osusala,"40, Colombo Rd, Avissawella",362222501
Colombo,Food City -Avissawella,"91/1, Rathnapura Road, Avissawella",362232661
Colombo,New Mahajana Pharmacy,365671275,NaN
Colombo,Elite Pharmacy,"No.490/A, Thalangama North, Battaramulla",112788197
Colombo,"Healthguard Pharmacies, Thalawathugoda","708/A, Madiwela Road, Thalawathugoda",711528800
Colombo,Nawala Chemist,"No.565, Nawala Road, Koswattha, Rajagiriya",777218469
Colombo,Reward Pharmacy & Grocery,"977/6c, Pannipitya Road, Palawatta, Battaramulla",714433970
Colombo,Suwahasa,"No: 285, Pannipitiya Road,Pelawatta",717339173
Colombo,New Koswatta Chemist,"250/B, Kaduwela Road, Koswatta",112791717
Colombo,Isuru Pharmacy,"107B, Main Street, Battaramulla",716225095
Colombo,Nawala Pharma,"No. 509/2, Nawala Road, Koswaththa, Rajagiriya",112873758
Colombo,Pelawatte Pharmacy,"No. 297, Pannipitiya Road, Thalangama South, Battaramulla",713270894
Colombo,Food City -Koswatte,"290, Kaduwela Road, Koswatta",112789556
Colombo,Lakshi Pharmacy,"600, pannipitiya Rd, Thalawathugoda.",115245373
Colombo,Apco Pharmacy,"No.10, Pangngananda Mawatha, Colombo 15",777888073
Colombo,B well Pharmacy,"164,Galle Rd, Col 04",773470446
Colombo,Bambalapitiya Pharmacy,"No 21, Galle Road, Colombo 4",112591822
Colombo,Ceylon Medical,"4 B, Fusseis Lane, Wellawatha, Colombo 6",115529767
Colombo,Elvitigala Pharmacy,"No.286, Nagalagam Street, Colombo-14.",777780850
Colombo,Friends Pharmaa II,"31, Highlevel Road, Kirulapone, Colombo 06",112515929
Colombo,Guardian Drugs Pvt Ltd,"41, Hampdon Lane, Col 6",112366691
Colombo,Health Guard (Pvt) Ltd,764477888,NaN
Colombo,"Healthguard Pharmacies, Colombo 03","415, Galle Road, Colombo 03",702105841
Colombo,"Healthguard Pharmacies, Colombo 07","139/A, Dharmapala Mawatha, Colombo 07",750968608
Colombo,"Healthguard Pharmacies, Kirula","229, Kirula Road, Colombo 05",771359306
Colombo,"Healthguard Pharmacies, Maitland Crescent","41, Maitland Crescent, Colombo 7",769362321
Colombo,"Healthguard Pharmacies, Shangri La","Shangri La Shopping Mall,1A, Center Rd, Colombo",750121139
Colombo,"Healthguard Pharmacies, Thimbirigasyaya","391, Thimbirigasyaya Road, Colombo 05",719106969
Colombo,Healthnet International (Pvt) Ltd.,"30/4, Park Road, Colombo 5.",776281957
Colombo,Highlevel Pharmacy,775432206,NaN
Colombo,Jampattah Pharmacy,"No.113, Jampattah Street, Colombo 13",713383433
Colombo,Kamazu Pvt Ltd,"135, College St, Off 16th Lane, Kotahena",112437415
Colombo,Kirula Pharmacy (Pvt) Ltd,136/4 high level rd colombo,714105257
Colombo,Kotahena Chemist,"No.58, Bonjean Road, Colombo 13",766025656
Colombo,Madanayaka Pharmacy,770211391,NaN
Colombo,Mangal Medicals,"No.19, Grand Pass Road, Colombo 14",778002342
Colombo,Markss HLC (Pvt) Ltd,719326998,NaN
Colombo,Maxx Pharmacy,"No.49, Olcott Mawatha, Colombo 11",773549639
Colombo,Medimax Pharmacy,"45,Highlevel Rd, Kirulapona",117209970
Colombo,Mega Pharmacy,"350 A, Galle Road, Wellawatta",779179900
Colombo,Nakeel Pharmacy(Pvt0 Ltd,"144/1,Thimbirigasyaya Rd,Colombo 05",112559915
Colombo,Nawaloka Care Pharmacy,"Nawaloka Primier Wellness Center,6 Maitland Crescent,Col7",779060664
Colombo,Nawaloka Hospital Pharmacy,"Desamanya HK Darmadasa Mw, Col 2",775577111
Colombo,New Mahadi Pharmacy (Pvt) Ltd,"63/A, Bankshall Street, Colombo 11.",772732037
Colombo,New Nations Pharmacy,"5, W A Silva Mw, Col 6",112507836
Colombo,New Pettah Pharmacy,"634/2C, Havelok Rd, Col 6",112367509
Colombo,New Pierson Pharmacy,"56,Thurstan Road,Col 3",112552366
Colombo,New Sapphire Medical,"No.300, Muthuwella Mawatha, Colombo 15",773413783
Colombo,Rajya Osusala,"LRH Premises, Borella",112697660
Colombo,Rajya Osusala,"63, Sri Baron Jayathilake Mw, Colombo 01",112328046
Colombo,Rajya Osusala,"85, Galle Road, Colombo 04",112559531
Colombo,Rajya Osusala,"255, Dharmapala Mawatha, Colombo 07.",112699225
Colombo,Rajya Osusala,"Railway Station Premises, Colombo Fort",112336926
Colombo,PKP Pharmacy,"No.04, Sounders Place, Colombo 12",773989668
Colombo,Safeway Center Pharmacy,"No.574, Dematagoda Road, Colombo 09",778999007
Colombo,Shine-A Pharma,777958999,NaN
Colombo,Shree Pharmacy,"Jampattah Street, Colombo 13",777851909
Colombo,Siri Medical Stores(Pvt)Ltd,"732a, Maradana Rd,Colombo 10.",112694842
Colombo,Sisira Pharmacy,770822798,NaN
Colombo,Talent Pharma,"02, D.S.Senanayaka Mawatha,Co 08.",777231112
Colombo,Union Chemist (Pvt) Ltd,773483484,NaN
Colombo,Union Chemists,Colombo 2,112692532
Colombo,Union chemists,Narahenpita,112369827
Colombo,USN Pharmacy,777719545,NaN
Colombo,Vaigee Pharmacy,"289A,Galle Rd,Col 6",112360270
Colombo,Wellawata Drugs,"122,Wa Silva Mw,Cpl 6",112505493
Colombo,Wellawatha Pharmacy,"222, Galle Road, Wellawatha, Colombo 6",771629878
Colombo,Wellawatta Medicals & groceries,"No, 01 St. Lawrence Road Wellawatta",112505213
Colombo,Wijaya Pharmacy,"107/2, Wijayakumaratunga Mawatha,Colombo 05",112199125
Colombo,Wellawatta Raj Pharmacy,"164,WA Silva Mw,Col 6",112367180
Colombo,CDEM Pharmacy,"No. 21, Norris Canal Rd, Colombo€10.",117446178
Colombo,A Colombo Pharmacy,"UG 93,97, Peoples Park, Colombo 11",773771446
Colombo,J G Pharmacy,"389,Elvitigala Mawatha,Colombo 05",767323539
Colombo,Maura Pharmacy,"430/3 Maura Place, Havelock Road , Colombo 06",716825991
Colombo,Sahanco Pharmacy,"46,Baseline rd,Colombo 08",772443807
Colombo,Western pharmacy € €& super center€,388/c baseline road damatagoda Colombo 09,773746532
Colombo,People's York Pharma,"123/H,E.W Perera Mw,Col 10",714811928
Colombo,Dhanwanthri Pharmacy,"382,Galle rd,Col 6",112362166
Colombo,Metro Pharmacy,"340,Galle rd,Col 6",779677655
Colombo,Asiri Surgical OPD pharmacy€,21 - Kirimandala mawatha Colombo -05,773444021
Colombo,Asiri Central OPD pharmacy€,"114 Noris cannal road, Colmbo -10€",773444021
Colombo,A Baur & Co Pvt Ltd,"55,Grandpass rd, Col 14",768200100
Colombo,Asiri Medical OPD Pharmacy,"No. 181, Kirula Rd, Colombo",774523300
Colombo,Unichemist Pvt ltd,"347,Gall re,Colombo 06",768899996
Colombo,KPU PHARMACY,NO.31 SEA STREET COL-11,774805040
Colombo,New castle pharmacy,No 163 /a. Sri jayawardhnapura mawatha colombo 08,714266932
Colombo,Food City -Maradana,"585, Maradana Road, Maradana",112696105
Colombo,Food City -Norris cannal Road,"No. 25, Norris Canal Road , Colombo 10",112694267
Colombo,Turnico Pharmacy,777910517,NaN
Colombo,Sun Lanka Pharmacy,"34/32A, Saranapala himi mawatha, Borella",773607475
Colombo,United Pharmacy,"343, Dematagoda Road, Colombo 9",716848156
Colombo,CITY MEDICALS,"471B, GALLE ROAD COL-06",778014285
Colombo,New Amman medicals,"106-A,Galle road Wellawatta",760560446
Colombo,Asian Pharma,"140 St.Sebastian Street, Colombo 12",777412752
Colombo,New Anikaa Pharmacy,"55, ananda Rajakaruna Mawatha, Colombo 10",779729223
Colombo,Prince Pharmacy,"217, Messenger street, Colombo 12",7777116497
Colombo,New Rex Pharmacy,"61-A, St. Joseph street, Colombo 14",776006686
Colombo,Niyon Medical,"51/53,Bankshall street, Colombo 11",112424632
Colombo,Sumo Pharmacy,"45/A, Kotahena street, Colombo 13",112458969
Colombo,Presty Medicals,"B3.G1, Ramya Place, Maligawatta, Colombo",112325488
Colombo,Health Link Pharma,"317, Jathikapola, Narahenpita, Colombo 05",777379271
Colombo,Friends Pharmaa I,"2/24, High level road, Kirulapona, Colombo 06",112512061
Colombo,RK Phama,"120, Sangamitha mawatha, Kotahena, Colombo 13",775347143
Colombo,Sricares Pharma Pvt Ltd,42/1 andival Street Colombo 13,NaN
Colombo,Eraj pharmacy,"96-1/10,consistory building ,front street,colombo 11",771936484
Colombo,Medvision pharmacy,"396A,Galle road,wellawatta,colombo 6",777859898
Colombo,New Orchid pharmacy,"19/16B,Farm Road,Mattakuliya,Colombo 15",777545746
Colombo,High Level pharmacy and Grocery,"No 205,Thimbirigasyaya Road,Colombo 5",775432203
Colombo,Ketharama Pharmacy,"765/119,Bodhirajarama Mawatha, Colombo 10.",NaN
Colombo,Globe medical,"No 69,Bonjean Road,Kotahena ,colombo 13",777111723
Colombo,Amami pharmacy,"65,high level road,kirulapana,colombo",783979951
Colombo,Asiri Pharmacy,"168/4/A, Borella Rd, Godagama",714296668
Colombo,Asiri Pharmacy,Godagama,774785616
Colombo,Kmp Pharmacy,"159/5 Horana Road,Kottawa",115656994
Colombo,Madawa Pharmacy,Meegoda,707512103
Colombo,Meegoda Medi House,"487/1A, Highlevel Rd, Meegoda,",112752455
Colombo,New T&N Chemist Pharmacy,31 Station Road Homagama,712822021
Colombo,Rupa,"190/A, Katuwana Rd, Uduwana, Homagama",112748918
Colombo,Samadhi pharmacy,"178/1/C, Borella Rd, Godagama,",779493700
Colombo,Sudhasinghe Pharmacy,"541/B, Kiribeariya Junction, Pitipana North, Homagama",712188451
Colombo,Suwahasa Pharmacy,"92/C, Avissawella Rd, Homagama",788162289
Colombo,Swasatha Pharmacy,20 Katuwana Road Homagama,719013009
Colombo,Thunsetha,"138/1, Katuwana Rd, Homagama",777009060
Colombo,Homagama Pharmacy (Pvt) Ltd,"88, Station Road. Homagama.",714094154
Colombo,Gamage Pharmacy,"No: 45, Katuwana Road, Homagama.",112086841
Colombo,Janadeepa Pharmacy,"172/3, Hospital Junction, Homagama",714119288
Colombo,Food city -Homagama 2,"NO.100, Highlevel Road, Homagama",112086507
Colombo,Food City -Kottawa 1,"87 , High level Road , Kottawa .",112783137
Colombo,Food City -Kottawa 2,"No. 867, High level Road,Kottawa.",112088811
Colombo,SUNETHRA PHARMACY - pitipana,"No.329,pitipana,junction,Homagama",NaN
Colombo,Omedco pharmacy,"438/2, kottawa Road, kithulahena , Mattegoda",773880513
Colombo,Be Well Pharmacy,"171/G, Sumanathissa Mawatha, Karathota, Kaduwela",714413475
Colombo,Central Pharmacy,Athurugiriya,779217086
Colombo,Central Pharmacy,"No.252/A, Koswatte, Thalangama",112875711
Colombo,Elite Pharmacy,779993388,NaN
Colombo,Medico Holding Pharmacy,"366/1,Kaduwela Road,Battaramulla",112885782
Colombo,Nawaloka Care Pharmacy,"150,Main Street,Battaramulla",765586066
Colombo,New Hasara City Medical,"53/10, Main Street, Athurugiriya",767341342
Colombo,Okmed,"440/A, Avissawella Rd, Kaduwela",719141337
Colombo,Okmed Pharmacy,440 A Avissawella Road Kaduwela,719141337
Colombo,Oshadhi Pharmacy,Arangala,773549685
Colombo,Rokem,"Metro Central Shopping Complex, Athurugiriya Rd, Malambe.",NaN
Colombo,Rokem Pharmacy,"Metro Center Shopping Complex Athugiriya Road, Malabe",112762968
Colombo,Saviru Pharmacy,"67/E, Main Street, Kaduwela",727224422
Colombo,Starx Pharmacy,"5c, Weliwita, Kaduwela",778119481
Colombo,T & N Life Care,"38, Pannipitiya Rd, Battaramulla",713922021
Colombo,Thumsetha Pharmacy (Pvt) Ltd.,"No.258/37A, Kahanthota Road, Malabe.",777009060
Colombo,SNS Pharmacy,"1593, Kaduwela Road, Aturugiriya",112771707
Colombo,Kotikawatta Pharmacy,"16,Kotikawatta Super Market,Kotikawatta",112419078
Colombo,Imedo Pharmacy,"No.243/1B Kahanthote road, Malabe",718941392
Colombo,Lakmini Pharmacy,"75/2, Godagama Road, Athurugiriya",112760548
Colombo,Care Max pharmacy,No 60 Denzil kobbakaduwa MW Koswatta Battaramulla,NaN
Colombo,Onel pharmacy,139/d kothalawala kaduwela,781403318
Colombo,Neynuja Pharmacy,114/1/1 Highlevel Road Kottawa,778112367
Colombo,Central Pharmacy & Grocery,"No.21, High Level Rd, Maharagama",714347091
Colombo,CFC Healthcare,"531, Keels Super, Capital Wall, Madiwela Rd, Thalawathugoda",759484811
Colombo,City Health Pharmacy,"737, Pannipitiya Road, Thalawathugoda",112773277
